id,split,filename,height,weight,gender,age
5438,train,img_5438.jpg,161.54399999999998,50.0,1,39
9080,train,img_9080.jpg,164.592,50.0,1,44
1115,train,img_1115.jpg,179.83200000000002,83.0,0,38
5064,train,img_5064.jpg,173.73600000000002,64.0,0,37
967,train,img_967.jpg,173.73600000000002,78.0,0,46
8258,train,img_8258.jpg,176.784,57.0,1,45
7396,train,img_7396.jpg,170.688,56.0,1,40
7383,train,img_7383.jpg,188.976,98.0,0,39
3752,train,img_3752.jpg,176.784,57.0,1,35
7399,train,img_7399.jpg,155.44799999999998,73.0,0,26
7562,train,img_7562.jpg,170.688,56.0,1,35
3092,train,img_3092.jpg,170.688,56.0,1,32
2011,train,img_2011.jpg,179.83200000000002,58.0,1,29
5910,train,img_5910.jpg,164.592,56.0,1,41
8189,train,img_8189.jpg,176.784,64.0,0,27
6549,train,img_6549.jpg,155.44799999999998,43.0,1,34
3795,train,img_3795.jpg,170.688,43.0,1,40
203,train,img_203.jpg,170.688,54.0,1,37
8896,train,img_8896.jpg,170.688,54.0,1,38
7725,train,img_7725.jpg,155.7528,75.0,0,38
1103,train,img_1103.jpg,182.88,77.0,0,41
2993,train,img_2993.jpg,179.83200000000002,57.0,1,44
1990,train,img_1990.jpg,155.7528,59.0,1,43
2230,train,img_2230.jpg,164.592,52.0,1,60
9325,train,img_9325.jpg,185.928,93.0,0,41
4099,train,img_4099.jpg,167.64000000000001,56.0,1,31
6338,train,img_6338.jpg,188.976,82.0,0,43
2164,train,img_2164.jpg,170.688,65.0,1,73
1336,train,img_1336.jpg,155.7528,57.0,1,35
7754,train,img_7754.jpg,185.928,84.0,0,43
6520,train,img_6520.jpg,155.44799999999998,52.0,1,37
373,train,img_373.jpg,164.592,53.0,1,44
6102,train,img_6102.jpg,179.83200000000002,49.0,1,48
7916,train,img_7916.jpg,155.44799999999998,70.0,0,44
7927,train,img_7927.jpg,195.072,104.0,0,43
9197,train,img_9197.jpg,167.64000000000001,65.0,0,32
5369,train,img_5369.jpg,170.688,49.0,1,29
2404,train,img_2404.jpg,164.592,52.0,1,20
4087,train,img_4087.jpg,158.496,45.0,1,31
1396,train,img_1396.jpg,161.54399999999998,52.0,1,40
2623,train,img_2623.jpg,155.44799999999998,61.0,1,55
5141,train,img_5141.jpg,155.7528,63.0,1,41
6264,train,img_6264.jpg,173.73600000000002,62.0,0,35
2880,train,img_2880.jpg,176.784,79.0,0,38
2474,train,img_2474.jpg,167.64000000000001,53.0,1,58
2943,train,img_2943.jpg,179.83200000000002,61.0,1,57
7985,train,img_7985.jpg,188.976,82.0,0,36
7239,train,img_7239.jpg,155.44799999999998,60.0,1,43
6319,train,img_6319.jpg,182.88,77.0,0,33
3623,train,img_3623.jpg,182.88,80.0,0,51
2226,train,img_2226.jpg,173.73600000000002,50.0,1,32
5373,train,img_5373.jpg,179.83200000000002,67.0,0,27
3677,train,img_3677.jpg,188.976,85.0,0,49
5973,train,img_5973.jpg,155.7528,66.0,0,35
6964,train,img_6964.jpg,167.64000000000001,57.0,1,46
4019,train,img_4019.jpg,170.688,56.0,1,38
6786,train,img_6786.jpg,155.7528,63.0,1,43
3832,train,img_3832.jpg,158.496,48.0,1,28
1949,train,img_1949.jpg,164.592,56.0,1,46
159,train,img_159.jpg,176.784,66.0,1,35
5882,train,img_5882.jpg,155.44799999999998,51.0,1,45
8955,train,img_8955.jpg,167.64000000000001,64.0,1,61
5960,train,img_5960.jpg,155.44799999999998,65.0,1,35
6557,train,img_6557.jpg,155.7528,56.0,1,37
9285,train,img_9285.jpg,173.73600000000002,54.0,1,43
8977,train,img_8977.jpg,176.784,58.0,1,26
3845,train,img_3845.jpg,185.928,80.0,0,42
3433,train,img_3433.jpg,176.784,70.0,0,61
573,train,img_573.jpg,155.44799999999998,50.0,1,36
890,train,img_890.jpg,164.592,55.0,1,26
926,train,img_926.jpg,161.54399999999998,54.0,1,23
8375,train,img_8375.jpg,161.54399999999998,53.0,1,45
7528,train,img_7528.jpg,161.54399999999998,50.0,1,26
319,train,img_319.jpg,179.83200000000002,62.0,1,53
3440,train,img_3440.jpg,176.784,52.0,1,32
3796,train,img_3796.jpg,176.784,55.0,1,45
2149,train,img_2149.jpg,173.73600000000002,68.0,1,51
2090,train,img_2090.jpg,161.54399999999998,53.0,1,34
9103,train,img_9103.jpg,155.7528,74.0,0,54
1802,train,img_1802.jpg,155.44799999999998,77.0,0,35
5041,train,img_5041.jpg,167.64000000000001,70.0,0,46
880,train,img_880.jpg,155.44799999999998,67.0,1,56
630,train,img_630.jpg,167.64000000000001,56.0,1,36
8245,train,img_8245.jpg,176.784,60.0,1,60
5118,train,img_5118.jpg,155.44799999999998,59.0,1,37
7125,train,img_7125.jpg,155.44799999999998,52.0,1,29
1772,train,img_1772.jpg,173.73600000000002,54.0,1,38
1296,train,img_1296.jpg,179.83200000000002,55.0,1,37
677,train,img_677.jpg,179.83200000000002,75.0,0,44
3042,train,img_3042.jpg,155.44799999999998,85.0,0,63
340,train,img_340.jpg,155.44799999999998,76.0,0,36
5306,train,img_5306.jpg,155.44799999999998,65.0,0,37
5038,train,img_5038.jpg,155.44799999999998,67.0,0,45
5441,train,img_5441.jpg,155.7528,75.0,0,42
2925,train,img_2925.jpg,155.44799999999998,55.0,1,51
6150,train,img_6150.jpg,176.784,57.0,1,41
6912,train,img_6912.jpg,155.44799999999998,64.0,1,43
294,train,img_294.jpg,170.688,52.0,1,25
724,train,img_724.jpg,155.44799999999998,58.0,1,38
8278,train,img_8278.jpg,170.688,54.0,1,49
650,train,img_650.jpg,155.44799999999998,51.0,1,27
1896,train,img_1896.jpg,158.496,48.0,1,26
754,train,img_754.jpg,170.688,54.0,1,30
2333,train,img_2333.jpg,192.024,91.0,0,60
1096,train,img_1096.jpg,155.44799999999998,77.0,0,37
493,train,img_493.jpg,179.83200000000002,57.0,1,42
7830,train,img_7830.jpg,170.688,59.0,1,36
3968,train,img_3968.jpg,158.496,62.0,1,42
3674,train,img_3674.jpg,155.7528,63.0,1,41
1776,train,img_1776.jpg,179.83200000000002,64.0,0,30
6773,train,img_6773.jpg,173.73600000000002,57.0,1,38
2739,train,img_2739.jpg,185.928,79.0,0,44
1082,train,img_1082.jpg,173.73600000000002,55.0,1,35
1342,train,img_1342.jpg,167.64000000000001,52.0,1,36
600,train,img_600.jpg,198.12,100.0,0,52
1602,train,img_1602.jpg,173.73600000000002,55.0,1,39
534,train,img_534.jpg,155.7528,74.0,0,32
5157,train,img_5157.jpg,186.5376,200.0,0,51
5872,train,img_5872.jpg,173.73600000000002,68.0,1,63
8114,train,img_8114.jpg,176.784,67.0,1,54
495,train,img_495.jpg,179.83200000000002,63.0,1,20
8154,train,img_8154.jpg,173.73600000000002,57.0,1,33
5596,train,img_5596.jpg,155.44799999999998,69.0,0,41
6914,train,img_6914.jpg,192.024,84.0,0,37
3110,train,img_3110.jpg,176.784,58.0,1,54
1846,train,img_1846.jpg,155.44799999999998,74.0,0,29
3951,train,img_3951.jpg,161.54399999999998,67.0,1,62
3381,train,img_3381.jpg,155.44799999999998,58.0,1,30
3563,train,img_3563.jpg,158.496,50.0,1,56
5476,train,img_5476.jpg,161.54399999999998,44.0,1,30
3764,train,img_3764.jpg,155.44799999999998,60.0,1,42
3362,train,img_3362.jpg,170.688,62.0,1,43
3673,train,img_3673.jpg,179.83200000000002,70.0,0,38
4105,train,img_4105.jpg,155.44799999999998,75.0,0,31
6314,train,img_6314.jpg,167.64000000000001,55.0,1,44
1468,train,img_1468.jpg,161.54399999999998,52.0,1,37
1551,train,img_1551.jpg,176.784,68.0,0,51
1477,train,img_1477.jpg,188.976,86.0,0,54
465,train,img_465.jpg,167.64000000000001,55.0,1,23
641,train,img_641.jpg,167.64000000000001,54.0,1,30
1182,train,img_1182.jpg,188.976,84.0,0,34
8496,train,img_8496.jpg,156.0576,75.0,0,61
4113,train,img_4113.jpg,182.88,75.0,0,48
2607,train,img_2607.jpg,179.83200000000002,79.0,0,64
2227,train,img_2227.jpg,167.64000000000001,56.0,1,27
2583,train,img_2583.jpg,179.83200000000002,46.0,1,38
7235,train,img_7235.jpg,170.688,54.0,1,34
8396,train,img_8396.jpg,182.88,78.0,0,38
9471,train,img_9471.jpg,161.54399999999998,58.0,1,38
7512,train,img_7512.jpg,173.73600000000002,57.0,1,43
6677,train,img_6677.jpg,164.592,60.0,1,53
8096,train,img_8096.jpg,182.88,75.0,0,46
9487,train,img_9487.jpg,167.64000000000001,60.0,0,41
928,train,img_928.jpg,179.83200000000002,70.0,0,29
3580,train,img_3580.jpg,179.83200000000002,70.0,0,39
8916,train,img_8916.jpg,179.83200000000002,64.0,1,44
6324,train,img_6324.jpg,167.64000000000001,50.0,1,41
3547,train,img_3547.jpg,170.688,54.0,1,31
2465,train,img_2465.jpg,173.73600000000002,71.0,0,37
1088,train,img_1088.jpg,188.976,87.0,0,59
5088,train,img_5088.jpg,170.688,49.0,1,38
2553,train,img_2553.jpg,167.64000000000001,58.0,1,37
2003,train,img_2003.jpg,164.592,54.0,1,33
735,train,img_735.jpg,182.88,90.0,0,59
8810,train,img_8810.jpg,173.73600000000002,68.0,0,44
3165,train,img_3165.jpg,155.7528,89.0,0,44
3940,train,img_3940.jpg,155.7528,76.0,0,45
9399,train,img_9399.jpg,173.73600000000002,58.0,0,30
2019,train,img_2019.jpg,173.73600000000002,52.0,1,40
3604,train,img_3604.jpg,188.976,72.0,0,46
5032,train,img_5032.jpg,185.928,80.0,0,41
6979,train,img_6979.jpg,173.73600000000002,54.0,1,34
5891,train,img_5891.jpg,167.64000000000001,54.0,1,42
8107,train,img_8107.jpg,173.73600000000002,55.0,1,45
7131,train,img_7131.jpg,155.7528,74.0,0,39
8931,train,img_8931.jpg,155.7528,103.0,1,36
7378,train,img_7378.jpg,173.73600000000002,57.0,1,47
5951,train,img_5951.jpg,155.7528,60.0,1,48
5538,train,img_5538.jpg,155.7528,80.0,0,50
2134,train,img_2134.jpg,155.44799999999998,74.0,0,40
6399,train,img_6399.jpg,155.44799999999998,74.0,0,30
81,train,img_81.jpg,176.784,78.0,0,52
9302,train,img_9302.jpg,173.73600000000002,50.0,1,36
3024,train,img_3024.jpg,185.928,80.0,0,31
2020,train,img_2020.jpg,167.64000000000001,58.0,1,36
2981,train,img_2981.jpg,161.54399999999998,57.0,0,91
6978,train,img_6978.jpg,152.4,45.0,0,38
2059,train,img_2059.jpg,155.7528,52.0,1,36
1163,train,img_1163.jpg,155.7528,55.0,1,30
462,train,img_462.jpg,167.64000000000001,52.0,1,18
9111,train,img_9111.jpg,167.64000000000001,59.0,1,56
603,train,img_603.jpg,155.7528,74.0,0,39
180,train,img_180.jpg,192.024,91.0,0,40
3904,train,img_3904.jpg,179.83200000000002,73.0,0,59
1886,train,img_1886.jpg,158.496,52.0,1,42
9428,train,img_9428.jpg,170.688,64.0,0,25
1285,train,img_1285.jpg,161.54399999999998,48.0,1,47
3329,train,img_3329.jpg,188.976,151.0,0,37
5144,train,img_5144.jpg,173.73600000000002,67.0,0,58
5914,train,img_5914.jpg,170.688,48.0,1,41
5748,train,img_5748.jpg,179.83200000000002,57.0,1,38
1449,train,img_1449.jpg,155.7528,64.0,1,42
8597,train,img_8597.jpg,185.928,81.0,1,42
6488,train,img_6488.jpg,155.44799999999998,75.0,0,46
3680,train,img_3680.jpg,176.784,53.0,1,41
2033,train,img_2033.jpg,155.44799999999998,81.0,1,44
8694,train,img_8694.jpg,167.64000000000001,55.0,1,41
1358,train,img_1358.jpg,161.54399999999998,52.0,1,52
1656,train,img_1656.jpg,179.83200000000002,59.0,1,44
7039,train,img_7039.jpg,195.072,84.0,1,41
1530,train,img_1530.jpg,173.73600000000002,54.0,1,51
4075,train,img_4075.jpg,164.592,61.0,1,62
985,train,img_985.jpg,173.73600000000002,64.0,1,59
8538,train,img_8538.jpg,155.7528,78.0,0,45
3094,train,img_3094.jpg,155.44799999999998,75.0,0,38
2787,train,img_2787.jpg,182.88,75.0,0,52
3233,train,img_3233.jpg,155.44799999999998,57.0,1,58
6596,train,img_6596.jpg,195.072,79.0,1,37
732,train,img_732.jpg,155.44799999999998,71.0,0,28
7356,train,img_7356.jpg,173.73600000000002,64.0,1,51
9426,train,img_9426.jpg,179.83200000000002,70.0,0,37
3643,train,img_3643.jpg,155.44799999999998,65.0,1,37
6387,train,img_6387.jpg,173.73600000000002,64.0,1,31
9008,train,img_9008.jpg,182.88,76.0,0,33
7704,train,img_7704.jpg,167.64000000000001,62.0,1,49
6654,train,img_6654.jpg,164.592,50.0,1,39
7640,train,img_7640.jpg,179.83200000000002,70.0,1,41
1510,train,img_1510.jpg,158.496,54.0,1,29
3957,train,img_3957.jpg,185.928,80.0,0,51
1355,train,img_1355.jpg,173.73600000000002,62.0,1,52
1122,train,img_1122.jpg,179.83200000000002,71.0,0,45
9112,train,img_9112.jpg,155.7528,76.0,0,43
3475,train,img_3475.jpg,155.44799999999998,73.0,0,54
172,train,img_172.jpg,182.88,83.0,0,54
2194,train,img_2194.jpg,182.88,75.0,0,43
978,train,img_978.jpg,155.7528,76.0,1,39
9336,train,img_9336.jpg,179.83200000000002,73.0,0,52
6282,train,img_6282.jpg,176.784,60.0,1,34
1935,train,img_1935.jpg,179.83200000000002,65.0,1,36
7649,train,img_7649.jpg,179.83200000000002,74.0,0,40
4189,train,img_4189.jpg,155.44799999999998,54.0,1,45
2029,train,img_2029.jpg,155.44799999999998,72.0,0,31
1070,train,img_1070.jpg,179.83200000000002,68.0,0,59
5033,train,img_5033.jpg,164.592,54.0,1,27
464,train,img_464.jpg,188.976,92.0,0,62
1409,train,img_1409.jpg,173.73600000000002,53.0,1,35
7353,train,img_7353.jpg,164.592,48.0,1,31
3954,train,img_3954.jpg,179.83200000000002,58.0,1,40
1936,train,img_1936.jpg,179.83200000000002,55.0,1,37
6408,train,img_6408.jpg,170.688,52.0,1,37
781,train,img_781.jpg,161.54399999999998,57.0,1,39
9491,train,img_9491.jpg,170.688,56.0,1,26
8267,train,img_8267.jpg,161.54399999999998,60.0,1,46
6183,train,img_6183.jpg,173.73600000000002,58.0,1,47
2520,train,img_2520.jpg,155.44799999999998,60.0,1,62
7624,train,img_7624.jpg,161.54399999999998,48.0,1,19
3524,train,img_3524.jpg,155.44799999999998,70.0,0,44
9082,train,img_9082.jpg,158.496,56.0,1,53
758,train,img_758.jpg,167.64000000000001,56.0,1,37
1966,train,img_1966.jpg,155.44799999999998,51.0,1,32
6871,train,img_6871.jpg,188.976,82.0,0,37
9200,train,img_9200.jpg,182.88,80.0,0,41
3935,train,img_3935.jpg,173.73600000000002,56.0,1,44
4027,train,img_4027.jpg,185.928,70.0,0,36
5265,train,img_5265.jpg,158.496,50.0,1,29
208,train,img_208.jpg,182.88,76.0,0,29
5804,train,img_5804.jpg,167.64000000000001,59.0,1,39
3438,train,img_3438.jpg,170.688,55.0,1,61
7990,train,img_7990.jpg,179.83200000000002,58.0,1,35
5668,train,img_5668.jpg,185.928,78.0,0,59
924,train,img_924.jpg,176.784,74.0,0,25
3808,train,img_3808.jpg,164.592,54.0,1,40
5678,train,img_5678.jpg,182.88,85.0,0,46
223,train,img_223.jpg,176.784,58.0,1,34
7367,train,img_7367.jpg,179.83200000000002,71.0,0,46
8683,train,img_8683.jpg,188.976,82.0,0,49
189,train,img_189.jpg,167.64000000000001,52.0,1,25
2761,train,img_2761.jpg,167.64000000000001,56.0,1,46
993,train,img_993.jpg,167.64000000000001,70.0,0,45
8072,train,img_8072.jpg,155.7528,76.0,0,36
2297,train,img_2297.jpg,170.688,55.0,1,49
5976,train,img_5976.jpg,173.73600000000002,61.0,1,39
547,train,img_547.jpg,155.7528,76.0,0,31
2927,train,img_2927.jpg,155.44799999999998,65.0,1,71
1790,train,img_1790.jpg,173.73600000000002,55.0,1,36
2574,train,img_2574.jpg,188.976,85.0,0,49
418,train,img_418.jpg,155.7528,60.0,1,36
1072,train,img_1072.jpg,173.73600000000002,58.0,1,45
2532,train,img_2532.jpg,188.976,85.0,0,44
1517,train,img_1517.jpg,164.592,55.0,1,45
8524,train,img_8524.jpg,167.64000000000001,51.0,1,41
8644,train,img_8644.jpg,170.688,56.0,1,55
1451,train,img_1451.jpg,167.64000000000001,53.0,1,44
35,train,img_35.jpg,158.496,49.0,1,36
8479,train,img_8479.jpg,185.928,89.0,0,33
1101,train,img_1101.jpg,182.88,75.0,0,43
852,train,img_852.jpg,155.44799999999998,74.0,0,29
1514,train,img_1514.jpg,179.83200000000002,55.0,1,30
1453,train,img_1453.jpg,179.83200000000002,67.0,0,45
6122,train,img_6122.jpg,161.54399999999998,53.0,1,50
1838,train,img_1838.jpg,155.7528,82.0,0,27
6151,train,img_6151.jpg,155.7528,76.0,0,40
3264,train,img_3264.jpg,170.688,56.0,1,42
7490,train,img_7490.jpg,188.976,101.0,0,38
2688,train,img_2688.jpg,170.688,65.0,0,26
1057,train,img_1057.jpg,155.44799999999998,77.0,0,62
3402,train,img_3402.jpg,179.83200000000002,60.0,1,46
3205,train,img_3205.jpg,155.44799999999998,72.0,0,39
5365,train,img_5365.jpg,173.73600000000002,56.0,1,42
2188,train,img_2188.jpg,185.928,74.0,1,33
3851,train,img_3851.jpg,188.976,91.0,0,65
2032,train,img_2032.jpg,155.7528,54.0,1,32
676,train,img_676.jpg,173.73600000000002,57.0,1,35
1030,train,img_1030.jpg,179.83200000000002,74.0,0,59
3636,train,img_3636.jpg,164.592,54.0,1,39
901,train,img_901.jpg,173.73600000000002,60.0,1,41
3959,train,img_3959.jpg,158.496,52.0,1,41
3859,train,img_3859.jpg,170.688,57.0,1,32
7746,train,img_7746.jpg,173.73600000000002,48.0,1,45
738,train,img_738.jpg,167.64000000000001,57.0,1,50
1461,train,img_1461.jpg,173.73600000000002,66.0,1,42
7033,train,img_7033.jpg,176.784,65.0,1,38
2590,train,img_2590.jpg,173.73600000000002,54.0,1,45
3742,train,img_3742.jpg,173.73600000000002,51.0,1,33
7278,train,img_7278.jpg,179.83200000000002,73.0,0,39
8664,train,img_8664.jpg,176.784,65.0,1,60
1186,train,img_1186.jpg,155.7528,72.0,0,31
186,train,img_186.jpg,155.44799999999998,50.0,1,37
3289,train,img_3289.jpg,161.54399999999998,59.0,1,38
8,train,img_8.jpg,188.976,96.0,0,80
7225,train,img_7225.jpg,158.496,48.0,1,43
8422,train,img_8422.jpg,158.496,45.0,1,42
3464,train,img_3464.jpg,155.44799999999998,62.0,1,42
8804,train,img_8804.jpg,173.73600000000002,54.0,1,42
9232,train,img_9232.jpg,155.44799999999998,64.0,0,33
1680,train,img_1680.jpg,155.44799999999998,54.0,1,36
973,train,img_973.jpg,173.73600000000002,66.0,0,40
2199,train,img_2199.jpg,155.44799999999998,58.0,1,45
3052,train,img_3052.jpg,173.73600000000002,58.0,1,62
215,train,img_215.jpg,155.44799999999998,68.0,0,44
6642,train,img_6642.jpg,179.83200000000002,70.0,0,45
8547,train,img_8547.jpg,185.928,78.0,0,59
986,train,img_986.jpg,167.64000000000001,54.0,1,42
3936,train,img_3936.jpg,155.7528,72.0,0,46
330,train,img_330.jpg,185.928,91.0,0,42
3782,train,img_3782.jpg,179.83200000000002,71.0,0,51
7390,train,img_7390.jpg,155.7528,75.0,0,56
3122,train,img_3122.jpg,179.83200000000002,71.0,0,55
6065,train,img_6065.jpg,167.64000000000001,46.0,1,59
3019,train,img_3019.jpg,185.928,100.0,0,53
5068,train,img_5068.jpg,176.784,68.0,0,33
7452,train,img_7452.jpg,158.496,48.0,1,43
175,train,img_175.jpg,173.73600000000002,73.0,0,31
5130,train,img_5130.jpg,192.024,85.0,0,43
669,train,img_669.jpg,176.784,65.0,0,29
2203,train,img_2203.jpg,192.024,82.0,0,45
1803,train,img_1803.jpg,182.88,78.0,0,42
4192,train,img_4192.jpg,167.64000000000001,60.0,1,46
2089,train,img_2089.jpg,176.784,61.0,1,39
2773,train,img_2773.jpg,155.44799999999998,67.0,1,30
1071,train,img_1071.jpg,167.64000000000001,59.0,1,58
535,train,img_535.jpg,179.83200000000002,69.0,0,38
1863,train,img_1863.jpg,167.64000000000001,64.0,1,47
8684,train,img_8684.jpg,182.88,68.0,0,37
2390,train,img_2390.jpg,182.88,77.0,0,42
7654,train,img_7654.jpg,155.7528,77.0,0,42
7829,train,img_7829.jpg,173.73600000000002,64.0,0,40
3981,train,img_3981.jpg,155.44799999999998,74.0,0,60
1643,train,img_1643.jpg,170.688,56.0,1,41
593,train,img_593.jpg,155.44799999999998,61.0,1,37
151,train,img_151.jpg,155.7528,94.0,0,35
514,train,img_514.jpg,173.73600000000002,68.0,0,39
2604,train,img_2604.jpg,155.44799999999998,63.0,1,57
1677,train,img_1677.jpg,155.44799999999998,54.0,1,34
5545,train,img_5545.jpg,179.83200000000002,70.0,0,29
7834,train,img_7834.jpg,155.44799999999998,70.0,0,46
63,train,img_63.jpg,176.784,65.0,1,59
1117,train,img_1117.jpg,164.592,62.0,1,33
6561,train,img_6561.jpg,192.024,94.0,0,38
1234,train,img_1234.jpg,164.592,55.0,1,43
3967,train,img_3967.jpg,185.928,63.0,1,62
404,train,img_404.jpg,155.44799999999998,55.0,1,59
7055,train,img_7055.jpg,170.688,56.0,1,43
6125,train,img_6125.jpg,167.64000000000001,50.0,1,36
2427,train,img_2427.jpg,176.784,72.0,0,34
4026,train,img_4026.jpg,176.784,55.0,1,42
3602,train,img_3602.jpg,164.592,54.0,1,33
6459,train,img_6459.jpg,161.54399999999998,50.0,1,38
5449,train,img_5449.jpg,173.73600000000002,57.0,1,40
5217,train,img_5217.jpg,161.54399999999998,50.0,1,49
7639,train,img_7639.jpg,188.976,85.0,0,45
7510,train,img_7510.jpg,173.73600000000002,59.0,1,49
61,train,img_61.jpg,201.16799999999998,97.0,0,60
3829,train,img_3829.jpg,173.73600000000002,51.0,1,51
243,train,img_243.jpg,173.73600000000002,62.0,0,35
2926,train,img_2926.jpg,164.592,49.0,1,40
9044,train,img_9044.jpg,176.784,68.0,0,34
1696,train,img_1696.jpg,188.976,78.0,0,46
2362,train,img_2362.jpg,176.784,65.0,0,35
5324,train,img_5324.jpg,155.44799999999998,69.0,1,55
7676,train,img_7676.jpg,161.54399999999998,51.0,1,33
6519,train,img_6519.jpg,170.688,54.0,1,46
1401,train,img_1401.jpg,164.592,54.0,1,47
2661,train,img_2661.jpg,155.7528,75.0,0,70
1765,train,img_1765.jpg,155.7528,59.0,1,48
559,train,img_559.jpg,179.83200000000002,75.0,0,34
266,train,img_266.jpg,167.64000000000001,53.0,1,48
3518,train,img_3518.jpg,179.83200000000002,72.0,0,62
440,train,img_440.jpg,179.83200000000002,72.0,0,40
3791,train,img_3791.jpg,164.592,60.0,0,46
1604,train,img_1604.jpg,179.83200000000002,72.0,0,52
6546,train,img_6546.jpg,173.73600000000002,55.0,1,52
5986,train,img_5986.jpg,164.592,50.0,1,36
5283,train,img_5283.jpg,179.83200000000002,71.0,0,43
69,train,img_69.jpg,167.64000000000001,56.0,1,38
4164,train,img_4164.jpg,170.688,60.0,1,33
6675,train,img_6675.jpg,173.73600000000002,48.0,1,40
8079,train,img_8079.jpg,164.592,55.0,1,45
6947,train,img_6947.jpg,176.784,56.0,1,31
349,train,img_349.jpg,185.928,99.0,0,31
1243,train,img_1243.jpg,155.44799999999998,56.0,1,39
6690,train,img_6690.jpg,176.784,58.0,1,56
3012,train,img_3012.jpg,155.44799999999998,62.0,1,40
5326,train,img_5326.jpg,161.54399999999998,54.0,1,46
3501,train,img_3501.jpg,155.44799999999998,84.0,0,41
7230,train,img_7230.jpg,176.784,75.0,0,42
2731,train,img_2731.jpg,176.784,52.0,1,35
1586,train,img_1586.jpg,188.976,84.0,0,48
516,train,img_516.jpg,192.024,88.0,0,33
8276,train,img_8276.jpg,170.688,54.0,1,38
778,train,img_778.jpg,158.496,62.0,1,44
1557,train,img_1557.jpg,176.784,57.0,1,40
612,train,img_612.jpg,164.592,52.0,1,26
1073,train,img_1073.jpg,173.73600000000002,63.0,1,42
2285,train,img_2285.jpg,173.73600000000002,55.0,1,69
8922,train,img_8922.jpg,158.496,45.0,1,39
7618,train,img_7618.jpg,161.54399999999998,52.0,1,40
1583,train,img_1583.jpg,173.73600000000002,59.0,0,36
7064,train,img_7064.jpg,161.54399999999998,48.0,1,37
6709,train,img_6709.jpg,179.83200000000002,53.0,0,47
2312,train,img_2312.jpg,176.784,57.0,1,41
3315,train,img_3315.jpg,155.44799999999998,84.0,0,94
